class,class_name,title,description
3,Business,Revlon 3rd-Quarter Loss Widens," CHICAGO (Reuters) - Cosmetics maker Revlon Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=REV.N target=/stocks/quickinfo/fullquote""&gt;REV.N&lt;/A&gt; on  Wednesday said its third-quarter net loss widened on  refinancing costs and declining sales."
4,Sci/Tech,"Arctic Thaw May Open Ship Lanes, But Risks High",A faster-than-expected thaw of the Arctic is likely to open legendary short-cut routes between the Pacific and the Atlantic but experts say 
4,Sci/Tech,Big Dig found riddled with leaks,Engineers hired to investigate the cause of September #39;s massive Big Dig tunnel leak have discovered that the project is riddled with hundreds of leaks that are pouring millions of gallons of water into the \$14.
4,Sci/Tech,"For gamers, a midnight wait in line for  #39;Halo 2 #39;","In just a few minutes,  quot;Halo 2 quot; would officially be released, and these gamers couldn #39;t wait to get their first taste of the most marketed, and perhaps most anticipated, video game ever."
3,Business,State Coffers Benefit From Boom in N.Va.,Economists say growth in federal defense and anti-terrorism spending has fueled economic recovery and boosted tax collections.
4,Sci/Tech,Satellite Tracking Finds Albatrosses' Deadly Zones (Reuters),"Reuters - Satellite tracking data have\pinpointed parts of the world where longline fishing trawlers\and albatrosses cross paths, often with fatal results for the\majestic sea birds, a report released on Wednesday said."
2,Sports,Train driver  #39;not to blame #39; for accident,"The driver of the train which crashed into a car on a level crossing killing him and six others had just two or three seconds to stop, an official report has found."
1,World,Death by stoning sentence overturned,An Islamic appeal court in Nigeria today overturned a sentence of death by stoning handed down to a 29-year-old pregnant woman for having sex out of wedlock.
3,Business,Oil Fades to \$47 as Supplies Build,Oil prices fell to seven-week lows below \$47 a barrel on Wednesday as traders braced for another increase in US oil and natural gas inventories ahead of winter.
2,Sports,Six shots that helped shaped the PGA Tour season,"The first sign that Vijay Singh would be a relentless force on the PGA Tour came in a tournament he didn #39;t win, with a putt that ultimately didn #39;t matter."
1,World,"Darfur Peace Talks Adjourn After Security, Aid Deal"," ABUJA (Reuters) - Peace talks between Sudan's government  and Darfur rebels ended on Wednesday, a day after Khartoum  bowed to international pressure and signed agreements on  security and humanitarian issues with rebels."
1,World,"At lest 22 die in north Iraq clashes, curfews slapped on &lt;b&gt;...&lt;/b&gt;","MOSUL, Iraq, Nov 10 (AFP) - At least 22 people were killed in a wave of violence in northern Iraq Wednesday, prompting the government to slap curfews on the Sunni Muslim cities of Mosul and Baiji."
2,Sports,Orlando Magic Team Report - November 10,"(Sports Network) - The much-improved Orlando Magic will take aim at their fourth win in five games tonight, when they take on the Washington Wizards at the MCI Center."
4,Sci/Tech,Cobb County tells its side of evolution flap,A metro Atlanta school district under fire for putting evolution disclaimers in biology books is making its case today for why the stickers should stay.
2,Sports,Good Times End With a Thud for Buffaloes (AP),"AP - If heart and resiliency won championships, Colorado would have hoisted the Big 12 trophy before the title game even started."
1,World,Holland: Police raid ends terror siege,"Dutch police stormed a house tonight to end a day long siege of terror suspects holed up inside. Three suspects were arrested. Special forces had launched an earlier, pre-dawn, raid on the house in the capital "
3,Business,"Novell Buries One Hatchet with Microsoft, but Files Suit on &lt;b&gt;...&lt;/b&gt;","November 10, 2004 - On Monday, Novell and Microsoft announced that the Redmond giant has agreed to pay \$536 million in cold, hard cash to settle an antitrust dispute regarding Novell #39;s Netware."
1,World,US interest rates to rise to 2,"The US Federal Reserve, headed by Alan Greenspan, raises interest rates by 0.25 in a widely anticipated move."
3,Business,Federal Reserve Raises Key Interest Rate,"The Federal Reserve boosted a key short-term interest rate by one-quarter percentage point Wednesday, the fourth increase this year."
4,Sci/Tech,IBM readying tools for SMB,IBM on Wednesday announced the pre-release of several tools for SMBs (small and midsize businesses) designed to speed development of solutions built on IBM middleware.
3,Business,Fletcher Building Considering Bid for Parts of Amatek Group,"Fletcher Building Ltd., New Zealand #39;s largest building products maker, said it is considering buying parts of Australian construction group Amatek Holdings Ltd."
2,Sports,Cornhuskers must stop Peterson,"As we head down the stretch of the season, the significance of each game will be amplified. While it is difficult to envision any team looking past an opponent at this juncture of the season "
2,Sports,Serena Williams Keen on Fashion Career (AP),"AP - Serena Williams still loves playing tennis, although her passion for fashion is undeniable."
4,Sci/Tech,Standards for Anthrax Tests Developed (AP),"AP - Scientists working for the government have developed standards to measure the accuracy of anthrax detection tests, hoping to steer first responders away from tests that have delivered too many false readings."
4,Sci/Tech,Opera Browser - Firefox Not the Only IE Alternative,"Opera Browser - Firefox Not the Only IE Alternative\\Security flaws have long plagued Internet Explorer (IE), the market-dominating web browser from Microsoft. IE won the early browser wars, not only because it was free and bundled with Windows, but because it had some features and capabilities that its only real ..."
2,Sports,Rangers beat Celtic for first time in seven matches,"Rangers rallied to beat crosstown rival Celtic for the first time in seven matches Wednesday, with Shota Arveladze scoring in extra time for a 2-1 win in the Scottish League Cup quarter-finals."
3,Business,PeopleSoft Rejects Oracle Bid,"PeopleSoft (PSFT:Nasdaq - news - research) Wednesday publicly rejected Oracle #39;s (ORCL:Nasdaq - news - research) \$24-a-share takeover offer, saying the \$8."
2,Sports,MLS finalizes landmark deal with Adidas,"New York, NY (Sports Network) - Major League Soccer, Soccer United Marketing and Adidas agreed to a 10-year partnership that makes Adidas the official sponsor and licensed product supplier for the United States #39; top soccer league."
3,Business,Stewart Seeks Reimbursement From Own Co.,"Imprisoned homemaking mogul Martha Stewart has asked the company she founded, Martha Stewart Living Omnimedia Inc., to reimburse her for \$3."
4,Sci/Tech,Wineke: Global warming is a moral issue,"For years, we #39;ve been subjected to warnings that  quot;global warming quot; might one day change the way we live our lives. That day, pretty much, is today."
1,World,Stabbing and petrol bombs highlight rise of racism in Ulster,Extra police are patrolling in Northern Ireland in an attempt to stem a tide of racist attacks on immigrants after more violence on Latvians and Filipinos.
4,Sci/Tech,Motorola to Introduce 20 New Cell Phones (AP),"AP - Motorola Inc., which is introducing 20 new cell phones as it tries to avoid slipping to No. 3 in the market, signaled its confidence Wednesday for strong holiday sales and said there are no further product delays in sight."
1,World,"Assault Slows, but G.I.'s Take Half of Falluja","Also, insurgents kidnapped three relatives of the Iraqi prime minister, Ayad Allawi, from their home in Baghdad."
1,World,20 terrorist gangs busted: Sherpao,"ISLAMABAD, Nov 10: Law-enforcement agencies of the country in their war on terror have busted 20 gangs of terrorists and arrested 200 terrorists who were operating countrywide, said Federal Interior Minister Aftab Ahmed Khan Sherpao."
2,Sports,Enter a Category,"Regardless of what he may have told Carlos Beltran when their paths crossed last May, Bernie Williams made it clear yesterday that he won #39;t be conceding centerfield until the Yankees tell him to do so."
1,World,Political Debate at Minn. School Gets Ugly (AP),"AP - Three high school students, one allegedly armed with a bat, were charged with attacking a pro-President Bush classmate after he reportedly said only gays would support Sen. John Kerry."
2,Sports,NC State seeks offensive turnaround,"The time for redemption is at hand for the North Carolina State football team, and if the Wolfpack don #39;t follow through, a once-promising season will end with the program #39;s first losing record since 1996."
2,Sports,NCAA Game Summary - TCU at Louisville,"Louisville, KY (Sports Network) - Stefan LeFors threw three touchdown passes to lead 12th-ranked Louisville to a 55-28 rout over TCU at Papa John #39;s Cardinal Stadium."
3,Business,"Dollar Up After Fed, Tokyo Shares Slide"," SINGAPORE (Reuters) - The dollar rebounded on Thursday,  lifting shares of some Asian exporters, after the Federal  Reserve raised interest rates as expected and indicated it  would press ahead with further increases at a measured pace."
